Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_49_633.jpg,0,1,0,2.868472,112.6324,15.45436,1.355648,76.63435,0.001446391
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_49_679.jpg,1.965453,1,0,2.896308,112.6584,15.56828,1.361719,76.73985,0.000930049
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_49_720.jpg,4.014138,1,0,2.923631,112.6837,15.68334,1.360984,77.00534,-0.000459486
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_49_766.jpg,5.86678,1,0,2.951554,112.708,15.79957,1.352973,77.44791,-0.001273572
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_49_811.jpg,7.95913,1,0,2.977734,112.7418,15.97635,1.334796,78.44505,0.01225888
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_49_852.jpg,9.929798,1,0,3.016761,112.7619,16.09582,1.314326,79.30961,0.05824944
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_49_898.jpg,8.044594,1,0,3.041954,112.781,16.2162,1.277769,80.15924,0.09813426
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_49_940.jpg,5.994985,1,0,3.069028,112.7998,16.33748,1.225003,80.88519,0.1217986
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_49_984.jpg,4.09887,1,0,3.097233,112.818,16.45997,1.171485,81.44011,0.1430088
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_028.jpg,2.112557,1,0,3.125413,112.836,16.58388,1.133512,81.80101,0.1677552
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_075.jpg,0.1282635,1,0,3.152959,112.8637,16.77225,1.109092,81.99896,0.1900095
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_117.jpg,0,1,0,3.192706,112.8824,16.89936,1.106368,82.02771,0.1916671
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_161.jpg,1.97342,1,0,3.219305,112.9007,17.02768,1.108206,82.12617,0.1940872
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_205.jpg,3.936564,1,0,3.2451,112.9178,17.15719,1.110019,82.3788,0.2044718
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_248.jpg,5.906038,1,0,3.271127,112.9334,17.28787,1.108608,82.81805,0.228971
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_294.jpg,3.917761,1,0,3.296642,112.956,17.48569,1.091728,83.45998,0.2400242
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_338.jpg,1.902504,1,0,3.336931,112.971,17.61895,1.079911,83.7651,0.2325854
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_382.jpg,0,1,0,3.363684,112.9863,17.75337,1.074626,83.90487,0.2102017
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_427.jpg,0,1,0,3.390622,113.0016,17.88915,1.085746,83.95358,0.1891164
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_473.jpg,0,1,0,3.41647,113.0246,18.09522,1.128483,83.96041,0.1540852
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_513.jpg,0,1,0,3.455199,113.0401,18.23415,1.172,83.94792,0.1262309
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_559.jpg,0,1,0,3.480978,113.0557,18.37428,1.225657,83.92986,0.09415326
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_606.jpg,0,1,0,3.506721,113.0715,18.51559,1.288188,83.90939,0.05834053
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_649.jpg,0,1,0,3.532513,113.0875,18.65806,1.358557,83.88711,0.01591758
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_696.jpg,0,1,0,3.558217,113.1106,18.8733,1.435875,83.88366,0.002683739
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_738.jpg,0,1,0,3.596809,113.1258,19.01736,1.441119,83.89349,0.002633764
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_782.jpg,0,1,0,3.623951,113.1408,19.16218,1.424101,83.90321,0.001865645
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_831.jpg,0,1,0,3.652145,113.1634,19.3817,1.414937,83.91975,0.001179534
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_878.jpg,0,1,0,3.691149,113.1786,19.52952,1.420676,83.93431,0.001159594
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_920.jpg,0,1,0,3.716599,113.1938,19.6783,1.422922,83.95026,0.001730846
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_50_967.jpg,0,1,0,3.741923,113.209,19.82815,1.427461,83.96343,0.001643804
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_010.jpg,0,1,0,3.767582,113.2243,19.979,1.429818,83.97516,0.001286504
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_054.jpg,0,1,0,3.793897,113.2474,20.2072,1.434378,83.99551,0.001677043
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_099.jpg,0,1,0,3.831657,113.2629,20.36059,1.435913,84.00727,0.00130631
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_147.jpg,0,1,0,3.857836,113.2784,20.51501,1.43843,84.02026,0.001312677
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_190.jpg,2.129839,1,0,3.883249,113.3009,20.74861,1.441265,84.20973,0.000962474
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_233.jpg,4.080012,1,0,3.920597,113.315,20.9056,1.438889,84.48637,0.000401333
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_281.jpg,6.05091,1,0,3.945122,113.3278,21.06363,1.432506,84.93119,-0.000714358
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_325.jpg,8.192258,1,0,3.970217,113.339,21.22258,1.417032,85.5717,-0.001352998
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_367.jpg,6.268758,1,0,3.994073,113.3489,21.38262,1.402401,86.23045,0.0122873
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_412.jpg,4.314351,1,0,4.018882,113.3623,21.62445,1.370575,87.04234,0.04009748
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_455.jpg,2.295149,1,0,4.056723,113.3706,21.78688,1.344516,87.42689,0.05936213
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_500.jpg,0.342378,1,0,4.081922,113.3787,21.9504,1.322902,87.63657,0.07582879
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_545.jpg,0,1,0,4.106725,113.3867,22.11506,1.308845,87.72878,0.09169452
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_594.jpg,0,1,0,4.131832,113.3985,22.36395,1.292043,87.76078,0.10089
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_635.jpg,0,1,0,4.168194,113.4062,22.53129,1.290004,87.75526,0.1013649
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_682.jpg,0,1,0,4.193127,113.4139,22.69977,1.297307,87.73873,0.09792005
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_725.jpg,0,1,0,4.217353,113.4217,22.86936,1.313276,87.71654,0.08859988
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_769.jpg,0,1,0,4.241531,113.4295,23.04006,1.337232,87.69122,0.07255731
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_813.jpg,0,1,0,4.26566,113.4416,23.29815,1.38659,87.64986,0.03528778
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_859.jpg,0,1,0,4.301763,113.4496,23.47155,1.426944,87.62289,0.006679242
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_901.jpg,0,0.8613195,0,4.325774,113.4573,23.64572,1.461421,87.6103,0.004921098
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_945.jpg,0,0.7338265,0,4.345754,113.4648,23.82017,1.470918,87.60813,0.004314975
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_51_989.jpg,0,0.6025731,0,4.362267,113.4721,23.99491,1.465568,87.60941,0.003365357
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_034.jpg,0,0.4721267,0,4.374894,113.4829,24.2572,1.43226,87.61433,0.003112023
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_080.jpg,0,0.3372617,0,4.385445,113.49,24.43193,1.390233,87.61919,0.002879545
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_123.jpg,0,0.1982309,0,4.388255,113.497,24.6063,1.328584,87.62514,0.002624497
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_167.jpg,0,0.06974359,0,4.386451,113.5039,24.78007,1.24476,87.63193,0.002370757
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_213.jpg,0,0,0,4.380272,113.5142,25.03934,1.077673,87.64306,0.001975484
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_256.jpg,0,0,0,4.366681,113.5209,25.21131,0.9435476,87.65074,0.001676759
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_300.jpg,0,0,0,4.357311,113.5277,25.38266,0.7958968,87.65839,0.001360317
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_346.jpg,0,0,0,4.347904,113.5343,25.55344,0.6384075,87.66586,0.000981587
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_389.jpg,0,0,0,4.338475,113.541,25.72373,0.4745038,87.67299,0.000608059
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_434.jpg,0,0,0,4.329046,113.5509,25.97835,0.2236159,87.68311,0.000231271
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_479.jpg,0,0,0,4.314989,113.5575,26.14762,0.05645788,87.68909,-0.000519546
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_521.jpg,0,0,0,4.305596,113.5642,26.31687,359.9097,87.6936,-0.002777377
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_566.jpg,0,0,0.1281256,4.296076,113.5709,26.48553,359.7734,87.69776,-0.002011382
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_613.jpg,0,0,0.2627647,4.272571,113.5809,26.73491,359.5268,87.70088,-0.000470583
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_657.jpg,0,0,0.4015402,4.209284,113.5875,26.89784,359.3241,87.69999,-0.00307525
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_700.jpg,0,0,0.5375264,4.149191,113.5938,27.05668,359.0533,87.70274,0.003547181
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_746.jpg,0,0,0.6641137,4.071801,113.6002,27.21167,358.7607,87.69054,-0.001431051
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_792.jpg,0,0,0.8019269,3.98739,113.6065,27.36317,358.4913,87.68619,359.9908
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_838.jpg,0,0,0.9330097,3.879348,113.6157,27.58659,358.2143,87.69759,359.9903
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_880.jpg,0,0,1,3.766409,113.6216,27.73312,358.1087,87.70867,-0.001001005
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_925.jpg,0,0,1,3.692879,113.6277,27.87885,358.152,87.70825,359.9917
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_52_969.jpg,0,0,1,3.610601,113.6335,28.02261,358.2631,87.70451,359.9909
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_015.jpg,0,0,1,3.525375,113.6422,28.23495,358.5817,87.69781,359.9911
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_058.jpg,0,0,0,3.406635,113.6478,28.37515,358.886,87.69691,-0.002646745
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_101.jpg,1.927868,0,0,3.3545,113.6527,28.51149,359.1441,87.79123,0.005304238
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_148.jpg,3.910025,0,0,3.295889,113.6561,28.64714,359.3792,88.06151,0.04944092
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_194.jpg,6.013307,0,0,3.287764,113.6578,28.84932,359.6904,88.81638,0.1827325
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_235.jpg,8.001257,0,0,3.275142,113.6564,28.98314,359.8689,89.52196,0.3166429
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_281.jpg,9.911363,0,0,3.266011,113.6524,29.11605,0.02324933,90.41586,0.4956599
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_329.jpg,7.815528,0,0,3.255981,113.6472,29.24788,0.1394449,91.27402,0.6700822
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_372.jpg,5.716846,0,0,3.248531,113.6384,29.44345,0.2228943,92.30951,0.8864011
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_417.jpg,3.778624,0,0,3.238853,113.6321,29.57241,0.2170211,92.83716,0.9922147
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_466.jpg,1.707019,0,0,3.232718,113.6262,29.69992,0.1377622,93.19812,1.031534
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_513.jpg,0,0,0,3.226971,113.6169,29.88949,359.9462,93.40518,1.043623
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_554.jpg,0,0.143226,0,3.216777,113.6104,30.01621,359.8513,93.43222,1.0206
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_601.jpg,0,0.2698441,0,3.212768,113.6038,30.14368,359.8018,93.42606,0.9619826
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_648.jpg,0,0.408345,0,3.212502,113.5971,30.27201,359.7939,93.41031,0.8811569
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_695.jpg,0,0.5495234,0,3.217144,113.5861,30.46585,359.8242,93.39923,0.762417
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_740.jpg,0,0.4111483,0,3.232457,113.5785,30.59576,359.8599,93.39713,0.6863863
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_784.jpg,0,0.2743512,0,3.239578,113.5708,30.72589,359.8998,93.39609,0.6095433
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_832.jpg,0,0.1425846,0,3.242211,113.5592,30.9209,359.9532,93.39526,0.4934407
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_878.jpg,0,0.000265598,0,3.239271,113.5515,31.05048,359.9775,93.3949,0.4164097
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_925.jpg,0,0,0,3.232952,113.5438,31.17958,359.9902,93.39471,0.3404437
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_53_970.jpg,0,0,0,3.226029,113.5323,31.37233,359.9886,93.39456,0.229827
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_016.jpg,0,0,0,3.215366,113.5246,31.50026,359.9749,93.39453,0.1591097
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_064.jpg,0,0,0,3.208263,113.517,31.62775,359.9525,93.3945,0.09138504
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_111.jpg,0,0,0,3.201159,113.5055,31.8182,359.9046,93.39453,-0.003672106
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_157.jpg,0,0,0,3.190503,113.4979,31.94468,359.8646,93.39453,359.9378
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_201.jpg,0,0,0,3.183397,113.4903,32.07078,359.8195,93.39453,359.8836
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_248.jpg,0,0,0,3.176288,113.4825,32.19664,359.7776,93.39847,359.8428
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_296.jpg,0,0,0,3.169075,113.4709,32.38506,359.7247,93.40717,359.8026
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_341.jpg,0,0,0,3.158006,113.4632,32.51033,359.6912,93.4111,359.7823
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_387.jpg,0,0,0,3.150658,113.4554,32.63546,359.6664,93.41788,359.7768
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_434.jpg,0,0,0,3.143218,113.4441,32.82252,359.6227,93.42096,359.7665
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_481.jpg,0,0,0,3.132585,113.4363,32.94705,359.6047,93.4281,359.7783
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_528.jpg,0,0,0,3.125117,113.4288,33.07122,359.5821,93.43039,359.7855
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_575.jpg,0,0,0,3.118048,113.4174,33.257,359.5523,93.436,359.8083
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_632.jpg,0,0,0,3.107285,113.4061,33.44226,359.5289,93.44049,359.8393
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_718.jpg,0,0.2849702,0,3.094587,113.3912,33.68921,359.5137,93.4415,359.8779
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_765.jpg,0,0.4296075,0,3.097485,113.3838,33.81328,359.5257,93.44153,359.897
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_813.jpg,0,0.5706166,0,3.103782,113.3723,34.00102,359.5963,93.44699,359.9409
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_859.jpg,0,0.7154271,0,3.120172,113.3647,34.12735,359.6704,93.44781,359.9659
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_906.jpg,0,0.8537214,0,3.135867,113.357,34.25491,359.7704,93.44806,359.9893
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_54_953.jpg,0,0.9947266,0,3.156132,113.3454,34.44898,359.9743,93.44809,0.02164836
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_001.jpg,0,0.8546476,0,3.193825,113.3376,34.58004,0.1388868,93.44815,0.04129733
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_050.jpg,0,0.710004,0,3.215674,113.3297,34.71201,0.3140771,93.44824,0.05933553
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_097.jpg,0,0.5641594,0,3.232846,113.3181,34.91063,0.5561699,93.43918,0.06199566
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_144.jpg,0,0.4214876,0,3.251342,113.3106,35.04316,0.6953851,93.42911,0.05027447
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_193.jpg,0,0.2784913,0,3.259343,113.2994,35.24156,0.863624,93.41208,0.02346563
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_241.jpg,0,0.1352024,0,3.263698,113.2919,35.37329,0.9445667,93.40024,0.003100296
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_288.jpg,0,0,0,3.26201,113.2842,35.50427,0.9941276,93.39697,0.002146553
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_339.jpg,0,0,0,3.255984,113.2727,35.69925,1.011945,93.39465,0.002043289
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_385.jpg,0,0,0,3.24582,113.2651,35.82832,0.990797,93.3941,0.001953893
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_433.jpg,0,0,0,3.239012,113.2537,36.02069,0.9177755,93.3942,0.001782184
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_481.jpg,0,0,0,3.228732,113.2461,36.14819,0.8462955,93.39456,0.001654592
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_530.jpg,0,0,0,3.221839,113.2348,36.33846,0.7125716,93.39536,0.001422737
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_579.jpg,0,0,0,3.211514,113.2272,36.46471,0.6099813,93.3959,0.001257645
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_628.jpg,0,0,0,3.204632,113.2198,36.59056,0.4997923,93.39639,0.001058805
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_676.jpg,0,0,0,3.197711,113.2086,36.77865,0.3257559,93.39709,0.000697391
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_727.jpg,0,0,0,3.187276,113.2011,36.90364,0.2072303,93.39755,0.000434576
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_772.jpg,0,0,0,3.180282,113.19,37.09063,0.03067804,93.3981,-0.000111425
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_824.jpg,0,0,0,3.16975,113.1826,37.21512,359.9239,93.39801,-0.001430689
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_871.jpg,0,0,0,3.162691,113.1715,37.40163,359.7817,93.39868,0.001247186
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_921.jpg,0,0,0,3.151529,113.1642,37.52587,359.7026,93.39722,-3.29E-06
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_55_967.jpg,0,0,0,3.14407,113.1569,37.64996,359.6314,93.39587,-0.001036131
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_018.jpg,0,0,0,3.13677,113.1459,37.83567,359.5328,93.39572,0.001255217
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_065.jpg,0,0,0,3.125822,113.1386,37.95947,359.4878,93.39413,-0.000953311
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_115.jpg,0,0,0,3.118131,113.1277,38.1446,359.4189,93.39386,-0.000153519
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_163.jpg,0,0,0,3.107459,113.1204,38.26803,359.3944,93.39297,-0.001584124
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_212.jpg,0,0,0,3.099639,113.1094,38.45262,359.3578,93.39267,-0.002112729
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_261.jpg,0,0,0,3.089007,113.1022,38.57534,359.3346,93.39261,-0.002346993
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_311.jpg,0,0,0,3.081963,113.0912,38.7593,359.3241,93.39343,-0.000328923
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_358.jpg,0,0,0,3.070568,113.084,38.88167,359.3223,93.39395,0.001955915
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_409.jpg,0,0,0,3.063526,113.0767,39.00375,359.3203,93.39417,0.003852914
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_457.jpg,0,0,0,3.056543,113.0659,39.18635,359.3169,93.39426,0.006326587
G:\Udacity\final\RoboND-Rover-Project\FullRun\IMG\robocam_2017_06_07_21_31_56_503.jpg,0,0,0,3.046106,113.0588,39.30792,359.3257,93.39056,-0.000665715
